ITEM,ZONE_ID,SELLING_RETAIL,SIMPLE_PROMO_RETAIL,P1_COMP1_DISPLAY_ID,P1_COMP2_DISPLAY_ID,P2_COMP1_DISPLAY_ID,P2_COMP2_DISPLAY_ID
068250210,5,4,4,,,,
072051549,5,2,2,,,,
068017741,5,2,2,,,,
071227033,5,2,2,,,,
050166758,5,4,4,,,,
053342088,5,4,4,,,,
073560106,5,4,4,,,,
065964891,5,4,4,,,,
053342318,5,4,4,,,,
068000639,5,4,4,,,,
050166758-001,5,4,4,,,,
073419724,5,4,4,,,,
064282938,5,2,1,30616726,,,
064066740,5,1,1,,,,
067440465,5,1,1,,,,
067440471,5,1,1,,,,
071281883,5,1,1,,,,
066928363,5,1,1,,,,
067432469,5,1,1,,,,
070964031,5,2,2,,,,
067431332,5,1,1,,,,
068278686,5,1,1,,,,
056725232,5,2,2,,,,
071926104,5,1,1,,,,
071281860,5,1,1,,,,
071443974,5,1,1,,,,
068004445,5,1,1,,,,
068012268,5,1,1,,,,
070963389,5,1,1,,,,
070963389-001,5,1,1,,,,
070964250-001,5,1,1,,,,
068278496,5,1,1,,,,
070964048,5,1,1,,,,
064067059,5,1,1,,,,
073634256,5,1,1,,,,
073707706,5,1,1,30586505,,,
073707764,5,1,1,30586505,,,
053986693,5,0,0,,,,
062188092,5,1,1,,,,
062188092-001,5,1,1,,,,
064476623,5,1,1,,,,
064630850,5,1,1,,,,
064631181,5,2,2,,,,
065106272,5,1,1,,,,
065106312,5,1,1,,,,
065124238,5,1,1,,,,
065130023,5,2,2,,,,
065130052,5,2,2,,,,
065130518,5,2,2,,,,
065130714,5,2,2,,,,
065305543,5,2,2,,,,
065824546,5,1,1,,,,
065824844,5,1,1,,,,
065824959,5,1,1,,,,
052315672-001,5,1,1,,,,
052739199,5,1,1,,,,
054415527-001,5,1,1,,,,
054960226-002,5,1,1,,,,
054415527-002,5,1,1,,,,
051422431-001,5,1,1,30522885,,,
071785425,5,2,2,,,,
073339329,5,2,2,30591825,,,
063896980,5,1,1,30523125,,,
054960226-003,5,1,1,30523125,,,
054960226,5,1,1,30523125,,,
059497528,5,1,1,30523125,,,
054960226-001,5,1,1,30523125,,,
059326953,5,1,1,30523125,,,
071103773,5,1,1,30523125,,,
052315672,5,1,1,30523125,,,
062204990,5,1,1,30522825,,,
056228930,5,1,1,30522825,,,
073588955,5,3,3,30516645,,,
071773445,5,0,0,,,,
072164289,5,1,1,,,,
067428291,5,1,1,,,,
068141529,5,1,1,,,,
071586908,5,1,1,,,,
071586874,5,1,1,,,,
052827112,5,1,1,,,,
052827112-002,5,1,1,,,,
068141796,5,1,1,,,,
065275462,5,1,1,,,,
066664461,5,1,1,,,,
055009673,5,0,0,,,,
066168956,5,1,1,,,,
068263673,5,2,2,,,,
070964284,5,1,1,,,,
070949758,5,1,1,,,,
064281716,5,0,0,,,,
064281716-001,5,0,0,,,,
065843487-001,5,2,2,,,,
054984889-001,5,1,1,,,,
066664207,5,1,1,,,,
071282012,5,1,1,,,,
067424554,5,1,1,,,,
065843372-001,5,2,2,,,,
070990638,5,1,1,,,,
072218094,5,1,1,,,,
065843372-002,5,1,1,,,,
072233110,5,1,1,,,,
051474484,5,1,1,,,,
051809280,5,1,1,,,,
072171136,5,1,1,,,,
070949885,5,1,1,30523448,,,
054950716,5,0,0,,,,
057993597,5,1,1,,,,
067424387,5,3,3,,,,
067563164,5,3,3,,,,
065842839-001,5,3,3,,,,
067302975,5,1,1,,,,
066916826,5,3,3,,,,
072787767,5,3,3,,,,
072925604,5,3,3,,,,
072548826,5,3,3,,,,
072536823,5,3,3,,,,
065842528-001,5,3,3,,,,
065842528,5,3,3,,,,
072536627,5,1,1,,,,
063272508,5,1,1,,,,
066456955,5,1,1,,,,
067250091,5,1,1,,,,
056426252,5,1,1,,,,
056350755,5,1,1,30527825,,,
057470156,5,1,1,30527825,,,
062974019,5,1,1,,,,
055809884,5,1,1,30527825,,,
072787485,5,1,1,,,,
051681288,5,1,1,30527825,,,
073135680,5,1,1,30527825,,,
073141925,5,1,1,30527825,,,
067250269,5,1,1,30527825,,,
056463610,5,1,1,30527825,,,
072778945,5,1,1,,,,
057370142,5,2,2,,,,
067516428,5,2,2,,,,
066628086,5,2,2,30528887,,,
066626311,5,2,2,30528887,,,
066204160,5,1,1,,,,
066204465,5,2,2,,,,
068137306,5,0,0,,,,
066954233,5,1,1,,,,
068129113,5,1,1,,,,
068129453,5,1,1,,,,
066813896,5,0,0,,,,
066712658,5,0,0,,,,
066713818,5,0,0,,,,
066307466,5,1,1,,,,
066307240,5,1,1,,,,
066651804,5,1,1,,,,
066651276,5,1,1,,,,
071263294,5,1,1,,,,
051552864-001,5,1,1,,,,
051444059,5,1,1,,,,
071955374,5,1,1,30527685,,,
072235701,5,1,1,30527685,,,
072235776,5,1,1,30527685,,,
058395255,5,4,2,30582689,,,
071955403,5,4,2,30582689,,,
058395249-003,5,4,2,30582689,,,
058395249-001,5,4,2,30582689,,,
058395255-002,5,4,2,30582689,,,
072244287,5,4,2,30582689,,,
058395255-001,5,4,2,30582689,,,
058395249-002,5,4,2,30582689,,,
051814273,5,1,1,,,,
065275623,5,2,2,,,,
066077758,5,1,1,,,,
068148787,5,1,1,,,,
068263686,5,2,2,,,,
067427919,5,2,2,,,,
068148793,5,1,1,,,,
071294499,5,1,1,,,,
060586846,5,1,1,,,,
067449755,5,2,2,,,,
071901151,5,1,1,,,,
071901122,5,1,1,,,,
051034698-002,5,1,1,,,,
051034698-001,5,1,1,,,,
073603794,5,2,2,,,,
051034698-003,5,2,2,,,,
051222443-001,5,1,1,,,,
051222443,5,1,1,,,,
067449951,5,1,1,,,,
067449951-001,5,1,1,,,,
064879291,5,1,1,30523449,,,
051034625,5,2,2,,,,
051281470,5,2,2,,,,
058533565,5,2,2,,,,
051281470-001,5,2,2,,,,
067797526,5,1,1,30500108,,,
067809900,5,1,1,30500108,,,
073268672,5,1,1,30500108,,,
051591498,5,1,1,,,,
065216003,5,1,1,,,,
051591498-001,5,1,1,,,,
063746260,5,1,1,30527825,,,
062525327-001,5,1,1,30527825,,,
055728188,5,1,1,,,,
054249689,5,0,0,,,,
071248889,5,1,1,,,,
071248889-001,5,1,1,,,,
071248935,5,1,1,,,,
071249076-001,5,1,1,,,,
071249099,5,1,1,,,,
059759999,5,0,0,,,,
060805374,5,0,0,,,,
064488010,5,1,1,,,,
066899822,5,3,3,,,,
066899822-001,5,2,2,,,,
066904472,5,3,3,,,,
067551218,5,1,1,,,,
071248100-001,5,1,1,,,,
067551345,5,1,1,,,,
067549886,5,1,1,,,,
072217602,5,0,0,,,,
071227338,5,3,3,,,,
064280520,5,1,1,,,,
067562050,5,1,1,,,,
064280556-001,5,1,1,,,,
071249634,5,2,2,,,,
066074116,5,1,1,,,,
058617645-002,5,1,1,30527685,,,
060151645,5,1,1,30527685,,,
060151645-001,5,1,1,30527685,,,
050785716-001,5,1,1,30527685,,,
073227957,5,3,3,30525865,,,
071249427,5,3,3,30525865,,,
073228017,5,3,3,30525865,,,
071249560,5,3,3,30525865,,,
050660501,5,1,1,30527685,,,
073397680,5,1,1,,,,
052396154,5,1,1,30527685,,,
050660490,5,1,1,30527685,,,
052396154-001,5,1,1,30527685,,,
067561742,5,1,1,30527685,,,
051244025-001,5,1,1,30527685,,,
050785716,5,1,1,30527685,,,
050660490-001,5,1,1,30527685,,,
050996829,5,1,1,30527685,,,
071248578,5,1,1,30527685,,,
068126208-001,5,4,2,30582688,,,
060268847,5,4,2,30582688,,,
068126208,5,4,2,30582688,,,
058617651,5,4,2,30582688,,,
057050383,5,4,2,30582688,,,
058617651-001,5,4,2,30582688,,,
067550830,5,3,3,,,,
067550093,5,3,3,,,,
053624609,5,1,1,30531036,,,
067551512,5,3,3,,,,
060268847-001,5,4,2,30582688,,,
058617651-002,5,4,2,30582688,,,
071214526,5,2,2,30531113,,,
071214780,5,2,2,30531113,,,
067531571,5,2,2,30531113,,,
058768477,5,2,2,,,,
070820524,5,1,1,,,,
070813746,5,1,1,,,,
068141184,5,2,2,,,,
070820622,5,1,1,,,,
072217078,5,1,1,,,,
072217130,5,1,1,,,,
054644676-001,5,2,2,30582691,,,
052244657-001,5,2,2,30582691,,,
052244657,5,2,2,30582691,,,
052244611,5,2,2,30582691,,,
054644676,5,2,2,30582691,,,
072417481,5,2,2,30582691,,,
056067098,5,2,2,30582691,,,
067929395,5,2,2,30528827,,,
057895621,5,2,2,30528827,,,
071942194,5,2,2,30528827,,,
073398552,5,2,2,,,,
073398080,5,2,2,,,,
060196592,5,1,1,30582765,,,
067530975,5,2,1,30636765,,,
071262572,5,1,1,,,,
071191586,5,1,1,,,,
071187897,5,1,1,,,,
072789080,5,1,1,,,,
072789172,5,1,1,,,,
071263726,5,1,1,,,,
071227315,5,1,1,,,,
071931938,5,1,1,,,,
071931950,5,1,1,,,,
071931973,5,1,1,,,,
073269763,5,1,1,,,,
067587746,5,1,1,,,,
067587746-001,5,1,1,,,,
067587199,5,1,1,,,,
066717676,5,2,2,,,,
066718446,5,2,2,,,,
066716936,5,2,2,,,,
071738632,5,1,1,,,,
071738614,5,1,1,,,,
050083176,5,2,2,,,,
067540554,5,2,2,,,,
068171073,5,5,5,,,,
067549913,5,1,1,,,,
067550784,5,1,1,,,,
067552338,5,1,1,,,,
067928373,5,1,1,,,,
067549913-001,5,1,1,,,,
067552338-001,5,1,1,,,,
067928373-001,5,1,1,,,,
066129934,5,2,2,,,,
072215881,5,2,2,,,,
068126681,5,2,2,,,,
068126617,5,2,2,,,,
053921730,5,2,2,,,,
072486265,5,2,2,30582867,,,
073419391,5,2,2,30582845,,,
061612145,5,2,2,30582845,,,
051156818,5,2,2,30582845,,,
073268689,5,2,2,30582845,,,
051156861,5,2,2,30582845,,,
055102199,5,2,2,30582845,,,
073419264,5,2,2,30582845,,,
064281866,5,2,2,,,,
067542546,5,2,2,30529085,,,
066032443,5,2,2,30529085,,,
068074506,5,2,2,30516645,,,
068131985,5,2,2,30516645,,,
068132156,5,2,2,30516645,,,
064263564,5,2,2,30286867,,,
056070585,5,3,3,,,,
058750002,5,3,3,,,,
055201427,5,0,0,,,,
065824873,5,1,1,,,,
071227298,5,2,2,,,,
071281635,5,2,2,,,,
071204786,5,2,2,,,,
064282529,5,1,1,,,,
068126256,5,1,1,,,,
065835324,5,2,2,,,,
065835111,5,0,0,,,,
072216995,5,2,2,30500547,,,
067534199,5,2,2,30549125,,,
073807398,5,2,2,30549288,,,
058226192,5,2,2,,,,
064280186,5,1,1,,,,
059343736,5,1,1,,,,
063174607,5,2,2,,,,
071205975,5,2,2,,,,
059077256,5,1,1,,,,
072245021,5,2,2,,,,
059077158,5,2,2,,,,
071213585,5,2,2,,,,
054316005,5,2,2,,,,
056867680,5,2,2,,,,
063639462-001,5,2,2,,,,
071206058,5,1,1,,,,
059287566,5,0,0,,,,
059338403-001,5,1,1,,,,
072367049,5,1,1,,,,
072366782,5,1,1,,,,
072367101,5,1,1,,,,
072366413,5,1,1,,,,
072366718,5,1,1,,,,
059338403,5,1,1,,,,
067551178,5,1,1,,,,
067549907,5,1,1,,,,
073426497,5,1,1,,,,
072215702,5,0,0,,,,
067551558,5,3,3,,,,
067550146,5,3,3,,,,
067550231,5,3,3,,,,
056065701,5,1,1,,,,
056065768-001,5,1,1,,,,
056065768-002,5,1,1,,,,
065626480,5,1,1,,,,
051275368-001,5,1,1,,,,
055593774-001,5,1,1,,,,
073426589,5,2,2,,,,
062147976,5,1,1,,,,
066918381,5,1,1,,,,
050374552-001,5,4,4,30526345,,,
050374552-002,5,4,4,30526345,,,
050374500,5,4,4,30526345,,,
051564907-002,5,1,1,30527685,,,
051275368-002,5,1,1,30527685,,,
051276056,5,1,1,30527685,,,
066651810,5,1,1,30527685,,,
063625668,5,4,4,30526345,,,
060151806-002,5,4,4,30526345,,,
071231614,5,2,2,30527465,,,
051275368,5,1,1,30527685,,,
054180469,5,1,1,30527685,,,
051564907,5,1,1,30527685,,,
066651879-001,5,1,1,30527685,,,
054180469-002,5,1,1,30527685,,,
066651885-001,5,1,1,30527685,,,
066651810-001,5,1,1,30527685,,,
066651637,5,1,1,30527685,,,
064891373,5,1,1,30528745,,,
066133358-001,5,1,1,30528745,,,
064891396-001,5,1,1,30528745,,,
066133139-001,5,1,1,30528745,,,
064891373-001,5,1,1,30528745,,,
066133358-003,5,1,1,30528745,,,
066133358,5,1,1,30528745,,,
072946885,5,0,0,,,,
072946925,5,0,0,,,,
050834481,5,0,0,,,,
073705363,5,1,1,,,,
073705305,5,1,1,,,,
064263529,5,1,1,,,,
052989841,5,0,0,,,,
053227515,5,0,0,,,,
055269709,5,0,0,,,,
055724198,5,1,1,,,,
058874057,5,0,0,,,,
060404301,5,2,2,,,,
060404301-001,5,2,2,,,,
060404301-002,5,2,2,,,,
060404785-001,5,2,2,,,,
060922632-001,5,1,1,,,,
062114497,5,1,1,,,,
062115191,5,1,1,,,,
063515482,5,0,0,,,,
063518692,5,0,0,,,,
063665349,5,0,0,,,,
064040442,5,0,0,,,,
064040839,5,0,0,,,,
064040943,5,0,0,,,,
067575081,5,1,1,,,,
067575098,5,1,1,,,,
067575173,5,1,1,,,,
067599296,5,1,1,,,,
067599323,5,1,1,,,,
067635644,5,2,2,,,,
064040678,5,0,0,,,,
050834665,5,0,0,,,,
064040845,5,0,0,,,,
052996711,5,0,0,,,,
064040690,5,0,0,,,,
059611918,5,1,1,,,,
059517065,5,1,1,,,,
071980482,5,2,2,,,,
071980539,5,2,2,,,,
071170467,5,2,2,,,,
054666039-002,5,2,2,,,,
061128196-001,5,2,2,,,,
063197626-001,5,2,2,,,,
059517065-001,5,1,1,,,,
052988548,5,0,0,,,,
065565355,5,0,0,,,,
065807583,5,1,1,,,,
065807151,5,1,1,,,,
065807491,5,1,1,,,,
061130513,5,2,2,,,,
066634439,5,3,3,,,,
052095458,5,2,2,,,,
064259316,5,1,1,,,,
057003561,5,2,2,,,,
065442253,5,1,1,,,,
065442276,5,1,1,,,,
061418237,5,2,2,,,,
073634325,5,1,1,,,,
057496707,5,1,1,,,,
063197626,5,2,2,,,,
052706584,5,2,2,,,,
059054237,5,0,0,,,,
059066246,5,0,0,,,,
059135292,5,0,0,,,,
054756797,5,2,2,,,,
054756797-001,5,2,2,,,,
072255769,5,2,2,,,,
072255694,5,2,2,,,,
056030909-001,5,1,1,,,,
056030909,5,1,1,,,,
059517013-001,5,1,1,,,,
059517013,5,1,1,,,,
073687642,5,1,1,,,,
055806242,5,2,2,,,,
051278169,5,2,2,,,,
052988600,5,0,0,30490545,,,
052988767,5,0,0,30490545,,,
059287779,5,1,1,,,,
072255660,5,1,1,30491265,,,
072255677,5,1,1,30491265,,,
072255648,5,1,1,30491265,,,
061664221,5,1,1,30430686,,,
067575144,5,1,1,,,,
054249620,5,0,0,30430725,,,
055591995,5,0,0,30430725,,,
072009169,5,2,2,30535905,,,
072009198,5,2,2,30535905,,,
059517094,5,1,1,,,,
059517094-001,5,1,1,,,,
055417458,5,1,1,30491366,,,
072968467,5,1,1,30621633,,,
072255602,5,2,2,,,,
053090836,5,1,1,,,,
053090813,5,1,1,,,,
072968444,5,1,1,30621633,,,
072968484,5,1,1,30621633,,,
072968473,5,1,1,30621633,,,
073758962,5,1,1,,,,
073807294,5,1,1,,,,
054860736,5,1,1,,,,
054885618,5,1,1,,,,
059327693,5,1,1,,,,
063752160,5,1,1,,,,
064281087,5,2,2,,,,
067535739,5,1,1,,,,
059329028-001,5,3,3,,,,
059329011,5,3,3,,,,
059329063,5,3,3,,,,
059336296,5,3,3,,,,
059336296-001,5,2,2,,,,
071228913,5,1,1,,,,
071228936,5,2,2,,,,
067847733,5,1,1,,,,
067884396,5,1,1,,,,
065511546,5,1,1,,,,
060802233,5,1,1,,,,
065513095,5,1,1,,,,
065511546-001,5,2,2,,,,
065513095-001,5,2,2,,,,
072184144,5,1,1,,,,
072216534,5,1,1,,,,
072216937,5,1,1,,,,
072244108,5,1,1,,,,
067542536,5,1,1,,,,
068126266,5,1,1,,,,
071230938,5,3,3,,,,
071230656,5,3,3,,,,
071933274,5,1,1,,,,
052143483,5,2,2,,,,
052143483-001,5,2,2,,,,
052286478-001,5,2,2,,,,
073378858,5,1,1,,,,
057323147-001,5,4,4,,,,
073212266,5,2,2,30549825,,,
050704284,5,2,2,30506345,,,
057317754,5,2,2,30500547,,,
059334269,5,2,2,30500547,,,
052871298,5,2,2,,,,
057229121,5,2,2,,,,
052891648,5,2,2,,,,
050849607,5,2,2,,,,
057229121-001,5,2,2,,,,
052286668,5,2,2,30507005,,,
073807438,5,2,2,30507005,,,
073173754,5,2,2,30506545,,,
071205318,5,2,2,30507005,,,
067855798,5,1,1,30500548,,,
067804168,5,1,1,30500548,,,
072184288,5,1,1,,,,
072183404,5,1,1,,,,
072183456,5,1,1,,,,
064029727,5,1,1,,,,
072656767,5,2,2,,,,
072485721,5,2,2,,,,
072476323,5,2,2,,,,
066918093,5,1,1,,,,
060188383,5,3,3,,,,
059359568,5,2,2,,,,
059988028,5,2,2,,,,
066165844,5,1,1,,,,
065633386,5,1,1,,,,
071160358,5,2,2,,,,
072216252,5,2,2,,,,
066165700,5,1,1,,,,
071199854,5,2,2,,,,
071199877,5,2,2,,,,
070818879,5,1,1,,,,
072183214,5,1,1,,,,
070817621,5,1,1,,,,
068100694,5,1,1,,,,
070817477,5,1,1,,,,
070819043,5,1,1,,,,
072183220,5,1,1,,,,
071263352,5,2,2,,,,
071263369,5,2,2,,,,
066165314-001,5,1,1,,,,
072968409,5,1,1,,,,
070819020,5,1,1,,,,
071191678,5,1,1,,,,
057692014,5,1,1,,,,
067575311-001,5,1,1,,,,
051268740-001,5,1,1,,,,
059285424-002,5,1,1,,,,
056030587-001,5,1,1,,,,
059285424-001,5,1,1,,,,
052345083-001,5,1,1,,,,
067531300,5,2,2,,,,
052287638,5,2,2,30528645,,,
057147897,5,1,1,30528445,,,
059285424,5,1,1,30528445,,,
071262497,5,2,2,30528445,,,
052345083,5,1,1,30528445,,,
066600762,5,1,1,30528445,,,
071263058,5,1,1,30528445,,,
057361372,5,2,2,30531385,,,
056943100-002,5,2,2,30531385,,,
056943100-001,5,2,2,30531385,,,
066203633,5,2,2,30531385,,,
056081157-003,5,2,2,30531385,,,
056081226,5,2,2,30531385,,,
071263657,5,2,2,30531385,,,
071263565,5,2,2,30531385,,,
067534337-001,5,1,1,30614206,,,
056867138-001,5,1,1,30614206,,,
064118806-001,5,1,1,30614206,,,
056867144,5,1,1,30614206,,,
051268711-001,5,1,1,30614206,,,
067534337,5,1,1,30614206,,,
056867138,5,1,1,30614206,,,
066165648,5,1,1,30614206,,,
064965338,5,0,0,,,,
064966308,5,1,1,,,,
067605191,5,1,1,,,,
067307751,5,0,0,,,,
067530670,5,2,2,,,,
068100884,5,0,0,,,,
068126151,5,1,1,,,,
058365562,5,1,1,,,,
070798918,5,3,3,,,,
072183243,5,0,0,,,,
071227309,5,0,0,,,,
071227269,5,0,0,,,,
071227177,5,0,0,,,,
050303136,5,2,2,30531123,,,
050303136-001,5,2,2,30531123,,,
073283993,5,1,1,30596453,,,
073283716,5,1,1,30596453,,,
067995833,5,1,1,,,,
063670947,5,1,1,,,,
063671255,5,1,1,,,,
067250309,5,1,1,,,,
067542517-001,5,2,2,,,,
067542517,5,2,2,,,,
071942303,5,4,4,,,,
051414504-001,5,1,1,,,,
050748001,5,1,1,,,,
067530831,5,1,1,,,,
050748001-001,5,1,1,,,,
067931005,5,2,2,,,,
052392170,5,1,1,,,,
052392170-001,5,1,1,,,,
055749015,5,1,1,,,,
064282754,5,1,1,,,,
072216177,5,2,2,,,,
050908008,5,1,1,,,,
054694092,5,2,2,,,,
067931282-001,5,1,1,,,,
072255809,5,1,1,,,,
050631559,5,2,2,,,,
067544037,5,2,2,,,,
050631559-001,5,2,2,,,,
072216119,5,1,1,,,,
050345316-001,5,1,1,,,,
051530844,5,1,1,,,,
051530844-001,5,1,1,,,,
067531398-001,5,1,1,,,,
073319601,5,1,1,,,,
071263104,5,2,2,30530985,,,
058768517,5,1,1,,,,
062973913,5,1,1,,,,
068099677,5,0,0,,,,
071191626,5,1,1,,,,
071231511,5,2,2,,,,
070802788,5,1,1,,,,
067530917,5,0,0,,,,
057749029,5,0,0,,,,
068203820,5,3,3,,,,
068203895,5,3,3,,,,
066202703,5,2,2,,,,
066203541,5,2,2,,,,
057668954,5,2,2,,,,
063172310,5,2,2,,,,
066164465,5,2,2,,,,
066918594,5,2,2,,,,
071188873,5,2,2,,,,
072475733,5,1,1,,,,
072476398,5,1,1,,,,
073088677,5,0,0,,,,
073088654,5,0,0,,,,
057760844-001,5,2,2,,,,
071774496,5,2,2,,,,
073398229,5,2,2,,,,
072486173,5,2,2,30582885,,,
065649308,5,2,2,30582885,,,
072486150,5,2,2,30582885,,,
063173712,5,2,2,30529085,,,
073419229,5,2,2,30529085,,,
073419166,5,2,2,30529085,,,
063174233,5,2,2,30529085,,,
073424891,5,2,2,30527865,,,
071262382,5,2,2,30527865,,,
066163149,5,2,2,30527865,,,
067534090,5,2,2,30527865,,,
066165631,5,2,2,30527865,,,
071262791,5,2,2,30527865,,,
066163967,5,2,2,30527865,,,
066164972,5,2,2,30527865,,,
073397207,5,2,2,30597208,,,
073397115,5,2,2,30597208,,,
073398385,5,2,2,30597275,,,
073398114,5,2,2,,,,
071933124,5,1,1,30596783,,,
073317407,5,1,1,30596784,,,
071339062,5,2,2,,,,
067615524,5,1,1,,,,
071329811,5,2,2,,,,
068081761,5,4,4,,,,
068082116,5,4,4,,,,
068170667,5,2,2,,,,
062420416,5,0,0,,,,
051082377-007,5,5,5,,,,
051082377,5,3,3,,,,
058911227,5,0,0,,,,
058755642,5,0,0,,,,
063121953,5,0,0,,,,
064936195,5,1,1,,,,
061764419,5,0,0,,,,
050525841,5,0,0,,,,
050526080,5,0,0,,,,
053252070,5,0,0,,,,
053252162,5,0,0,,,,
050945073,5,0,0,,,,
050956077,5,0,0,,,,
050989245,5,0,0,,,,
051282175,5,0,0,,,,
051712284,5,0,0,,,,
054301777,5,0,0,,,,
061969264,5,0,0,,,,
061987553,5,0,0,,,,
061996185,5,0,0,,,,
062000954,5,0,0,,,,
063030542,5,0,0,,,,
068257738,5,6,6,,,,
068223106,5,9,9,,,,
068283787,5,3,3,,,,
071398664,5,15,15,,,,
071398526,5,15,15,,,,
071400524,5,13,13,,,,
071400536,5,13,13,,,,
071400542,5,13,13,,,,
071400484,5,13,13,,,,
071400565,5,13,13,,,,
071400571,5,13,13,,,,
071400605,5,13,13,,,,
071400611,5,13,13,,,,
071399560,5,15,15,,,,
071399577,5,15,15,,,,
071399600,5,15,15,,,,
071399548,5,15,15,,,,
071412205,5,13,13,,,,
072046222,5,10,10,,,,
072047895,5,13,13,,,,
055265915,5,7,7,,,,
072322569,5,18,18,,,,
072322615,5,18,18,,,,
072322575,5,18,18,,,,
072322581,5,18,18,,,,
070978769,5,13,13,,,,
070978723,5,13,13,,,,
070979117,5,13,13,,,,
070979134,5,13,13,,,,
070979169,5,13,13,,,,
070978959,5,13,13,,,,
070978988,5,13,13,,,,
070979019,5,13,13,,,,
070979048,5,13,13,,,,
070979083,5,13,13,,,,
071045207,5,8,8,,,,
071045224,5,8,8,,,,
071045236,5,8,8,,,,
071045069,5,7,7,,,,
071045075,5,7,7,,,,
071045046,5,7,7,,,,
071044634,5,8,8,,,,
071044646,5,8,8,,,,
071044681,5,8,8,,,,
071044698,5,8,8,,,,
071398549,5,15,15,,,,
071398555,5,15,15,,,,
071400231,5,13,13,,,,
071398630,5,15,15,,,,
066885458,5,3,3,,,,
066885470,5,3,3,,,,
066885464,5,3,3,,,,
066885487,5,3,3,,,,
071221068,5,7,7,,,,
071221080,5,7,7,,,,
071235069,5,18,18,,,,
071235075,5,18,18,,,,
071235081,5,18,18,,,,
071235196,5,18,18,,,,
071235115,5,18,18,,,,
071235138,5,18,18,,,,
071235144,5,18,18,,,,
071235150,5,18,18,,,,
071235173,5,18,18,,,,
071300960,5,7,7,,,,
071300983,5,7,7,,,,
071398474,5,15,15,,,,
071467606,5,10,10,,,,
071467612,5,10,10,,,,
071467710,5,18,18,,,,
071467894,5,18,18,,,,
071467934,5,18,18,,,,
071467952,5,13,13,,,,
071467975,5,13,13,,,,
071468035,5,10,10,,,,
071468064,5,10,10,,,,
071468070,5,10,10,,,,
071468087,5,10,10,,,,
071468133,5,10,10,,,,
071468162,5,10,10,,,,
071468179,5,10,10,,,,
066742720,5,3,3,,,,
066742756,5,3,3,,,,
071584415,5,15,15,,,,
071584369,5,15,15,,,,
071584398,5,15,15,,,,
071584496,5,15,15,,,,
071584438,5,15,15,,,,
071584450,5,15,15,,,,
071584467,5,15,15,,,,
071592457,5,20,20,,,,
071592463,5,20,20,,,,
071592474,5,20,20,,,,
071592428,5,20,20,,,,
071593306,5,20,20,,,,
071593329,5,20,20,,,,
071593341,5,20,20,,,,
071592549,5,15,15,,,,
071592561,5,15,15,,,,
071592514,5,15,15,,,,
071592526,5,15,15,,,,
071597043,5,13,13,,,,
066744107,5,1,1,,,,
066744096,5,1,1,,,,
066744073,5,1,1,,,,
071593387,5,22,22,,,,
071593393,5,22,22,,,,
071593928,5,10,10,,,,
071593934,5,10,10,,,,
071593957,5,10,10,,,,
071594737,5,10,10,,,,
071594743,5,10,10,,,,
071599904,5,13,13,,,,
071594639,5,10,10,,,,
071594668,5,10,10,,,,
071600167,5,13,13,,,,
071600173,5,13,13,,,,
071600196,5,13,13,,,,
071591683,5,14,14,,,,
071591625,5,14,14,,,,
071591631,5,14,14,,,,
071591654,5,14,14,,,,
071591660,5,14,14,,,,
071591677,5,14,14,,,,
071591821,5,15,15,,,,
071591809,5,15,15,,,,
071599899,5,13,13,,,,
071600311,5,14,14,,,,
071600259,5,14,14,,,,
071600271,5,14,14,,,,
071600288,5,14,14,,,,
071600305,5,14,14,,,,
071593974,5,10,10,,,,
071593986,5,10,10,,,,
071600081,5,13,13,,,,
071600098,5,13,13,,,,
071600109,5,13,13,,,,
071599640,5,13,13,,,,
071591602,5,15,15,,,,
071591544,5,15,15,,,,
071591579,5,15,15,,,,
071591585,5,15,15,,,,
067561876,5,5,5,,,,
066805756,5,5,5,,,,
067234738,5,3,3,,,,
067559256,5,5,5,,,,
067683062,5,3,3,,,,
067557496,5,4,4,,,,
067683091,5,3,3,,,,
067512790,5,4,4,,,,
067512830,5,4,4,,,,
067913350,5,3,3,,,,
067587343,5,4,4,,,,
067587314,5,4,4,,,,
067683119,5,3,3,,,,
067559423,5,5,5,,,,
067613031,5,3,3,,,,
067914245,5,3,3,,,,
066964768,5,1,1,,,,
067234721,5,3,3,,,,
067587356,5,4,4,,,,
066743385,5,5,5,,,,
067913298,5,3,3,,,,
066805762,5,5,5,,,,
067710457,5,4,4,,,,
067683085,5,3,3,,,,
067561834,5,5,5,,,,
067613025,5,3,3,,,,
067587366,5,4,4,,,,
051852273,5,3,3,,,,
067554359,5,5,5,,,,
067913269,5,3,3,,,,
067914274,5,3,3,,,,
067061239,5,5,5,,,,
067587084,5,4,4,,,,
067468628,5,3,3,,,,
067168995,5,3,3,,,,
067913281,5,3,3,,,,
067913236,5,3,3,,,,
067683056,5,3,3,,,,
067913367,5,3,3,,,,
067468611,5,3,3,,,,
067605369,5,3,3,,,,
067914251,5,3,3,,,,
067913252,5,3,3,,,,
067554371,5,5,5,,,,
051911929,5,3,3,,,,
067680779,5,4,4,,,,
067605398,5,3,3,,,,
067557483,5,4,4,,,,
067557523,5,4,4,,,,
067587337,5,4,4,,,,
067613060,5,3,3,,,,
067559417,5,5,5,,,,
067559396,5,5,5,,,,
067613077,5,3,3,,,,
067512847,5,4,4,,,,
